iter	Passed	Remaining
1667	38828	100842
1668	38848	100811
1669	38868	100777
1670	38888	100745
1671	38908	100714
1672	38927	100679
1673	38946	100645
1674	38965	100613
1675	38986	100582
1676	39007	100554
1677	39053	100590
1678	39073	100558
1679	39092	100523
1680	39113	100493
1681	39132	100460
1682	39152	100429
1683	39172	100397
1684	39193	100368
1685	39212	100334
1686	39232	100301
1687	39250	100266
1688	39270	100234
1689	39290	100201
1690	39311	100172
1691	39334	100150
1692	39353	100115
1693	39373	100084
1694	39394	100054
1695	39412	100018
1696	39431	99984
1697	39450	99951
1698	39468	99914
1699	39488	99883
1700	39507	99849
1701	39528	99819
1702	39547	99786
1703	39567	99754
1704	39585	99718
1705	39603	99682
1706	39623	99650
1707	39643	99618
1708	39663	99588
1709	39681	99553
1710	39700	99518
1711	39721	99490
1712	39739	99452
1713	39757	99417
1714	39777	99384
1715	39797	99355
1716	39815	99317
1717	39834	99284
1718	39851	99247
1719	39870	99212
1720	39889	99178
1721	39906	99141
1722	39924	99105
1723	39943	99071
1724	39962	99037
1725	39985	99013
1726	40003	98978
1727	40021	98943
1728	40041	98910
1729	40058	98873
1730	40077	98840
1731	40096	98805
1732	40115	98772
1733	40134	98739
1734	40153	98705
1735	40171	98670
1736	40191	98638
1737	40211	98608
1738	40231	98578
1739	40252	98548
1740	40270	98514
1741	40294	98492
1742	40313	98459
1743	40333	98429
1744	40352	98396
1745	40370	98360
1746	40389	98326
1747	40409	98297
1748	40430	98268
1749	40449	98233
1750	40467	98199
1751	40487	98167
1752	40509	98142
1753	40529	98111
1754	40548	98079
1755	40567	98045
1756	40586	98012
1757	40605	97979
1758	40624	97947
1759	40644	97916
1760	40664	97884
1761	40684	97855
1762	40703	97821
1763	40721	97787
1764	40740	97754
1765	40762	97728
1766	40785	97703
1767	40803	97670
1768	40822	97637
1769	40842	97607
1770	40860	97572
1771	40879	97537
1772	40896	97500
1773	40915	97467
1774	40932	97430
1775	40952	97401
1776	40970	97366
1777	40989	97331
1778	41008	97299
1779	41026	97266
1780	41046	97234
1781	41066	97204
1782	41085	97171
1783	41103	97137
1784	41122	97104
1785	41142	97074
1786	41161	97041
1787	41180	97009
1788	41199	96976
1789	41218	96943
1790	41238	96913
1791	41257	96881
1792	41278	96854
1793	41299	96825
1794	41318	96794
1795	41338	96763
1796	41359	96735
1797	41379	96704
1798	41398	96673
1799	41418	96642
1800	41437	96611
1801	41457	96581
1802	41479	96555
1803	41504	96536
1804	41524	96507
1805	41545	96479
1806	41566	96452
1807	41585	96420
1808	41604	96387
1809	41622	96353
1810	41645	96329
1811	41668	96306
1812	41690	96280
1813	41711	96253
1814	41731	96224
1815	41752	96195
1816	41771	96165
1817	41790	96132
1818	41809	96099
1819	41827	96066
1820	41847	96035
1821	41868	96008
1822	41887	95976
1823	41906	95942
1824	41923	95908
1825	41943	95877
1826	41962	95846
1827	41981	95813
1828	41999	95779
1829	42018	95746
1830	42037	95714
1831	42056	95682
1832	42074	95649
1833	42093	95617
1834	42112	95584
1835	42130	95551
1836	42149	95518
1837	42167	95485
1838	42186	95452
1839	42210	95432
1840	42229	95401
1841	42248	95368
1842	42269	95342
1843	42290	95313
1844	42310	95284
1845	42330	95254
1846	42349	95222
1847	42367	95188
1848	42386	95157
1849	42405	95126
1850	42425	95096
1851	42445	95067
1852	42464	95035
1853	42486	95009
1854	42507	94982
1855	42527	94953
1856	42546	94922
1857	42566	94892
1858	42589	94870
1859	42612	94846
1860	42630	94813
1861	42649	94781
1862	42668	94750
1863	42686	94716
1864	42705	94685
1865	42727	94660
1866	42747	94631
1867	42766	94598
1868	42785	94567
1869	42807	94541
1870	42825	94509
1871	42845	94479
1872	42865	94449
1873	42884	94418
1874	42903	94388
1875	42922	94355
1876	42941	94323
1877	42958	94289
1878	42978	94259
1879	42997	94227
1880	43014	94192
1881	43032	94159
1882	43049	94124
1883	43068	94092
1884	43086	94058
1885	43106	94028
1886	43124	93996
1887	43144	93966
1888	43165	93940
1889	43185	93911
1890	43205	93881
1891	43225	93852
1892	43244	93821
1893	43263	93789
1894	43281	93758
1895	43301	93728
1896	43323	93703
1897	43342	93671
1898	43360	93639
1899	43379	93608
1900	43398	93578
1901	43417	93545
1902	43436	93514
1903	43454	93480
1904	43473	93451
1905	43492	93420
1906	43512	93390
1907	43531	93359
1908	43550	93328
1909	43570	93300
1910	43588	93266
1911	43606	93234
1912	43624	93201
1913	43643	93170
1914	43661	93137
1915	43680	93105
1916	43699	93075
1917	43717	93042
1918	43736	93011
1919	43755	92980
1920	43773	92948
1921	43793	92918
1922	43812	92887
1923	43833	92862
1924	43852	92831
1925	43880	92819
1926	43907	92805
1927	43934	92791
1928	43957	92768
1929	43981	92749
1930	44004	92725
1931	44026	92702
1932	44050	92681
1933	44073	92659
1934	44097	92638
1935	44120	92615
1936	44143	92594
1937	44170	92580
1938	44196	92563
1939	44220	92543
1940	44243	92521
1941	44266	92498
1942	44289	92476
1943	44311	92452
1944	44336	92434
1945	44363	92419
1946	44385	92395
1947	44408	92372
1948	44431	92351
1949	44456	92333
1950	44479	92310
1951	44505	92294
1952	44529	92273
1953	44552	92251
1954	44576	92231
1955	44599	92209
1956	44622	92186
1957	44645	92163
1958	44671	92148
1959	44695	92127
1960	44719	92106
1961	44741	92082
1962	44763	92058
1963	44785	92033
1964	44807	92009
1965	44831	91988
1966	44854	91965
1967	44879	91948
1968	44903	91927
1969	44925	91903
1970	44950	91884
1971	44972	91860
1972	44995	91838
1973	45017	91813
1974	45040	91791
1975	45064	91770
1976	45087	91748
1977	45111	91728
1978	45134	91706
1979	45161	91691
1980	45184	91669
1981	45208	91648
1982	45233	91630
1983	45256	91608
1984	45279	91586
1985	45303	91564
1986	45326	91543
1987	45350	91522
1988	45374	91502
1989	45399	91483
1990	45422	91461
1991	45447	91441
1992	45470	91419
1993	45491	91394
1994	45514	91372
1995	45538	91349
1996	45564	91333
1997	45586	91310
1998	45611	91290
1999	45635	91270
2000	45658	91248
2001	45684	91231
2002	45708	91211
2003	45731	91189
2004	45754	91167
2005	45778	91146
2006	45801	91123
2007	45825	91104
2008	45848	91080
2009	45872	91061
2010	45894	91035
2011	45919	91017
2012	45942	90994
2013	45965	90972
2014	45988	90949
2015	46012	90928
2016	46036	90909
2017	46062	90893
2018	46085	90870
2019	46108	90847
2020	46132	90826
2021	46155	90804
2022	46179	90784
2023	46202	90762
2024	46226	90740
2025	46250	90720
2026	46274	90699
2027	46295	90673
2028	46318	90651
2029	46340	90626
2030	46364	90605
2031	46388	90585
2032	46411	90562
2033	46439	90550
2034	46464	90531
2035	46488	90510
2036	46512	90490
2037	46534	90466
2038	46557	90444
2039	46580	90420
2040	46608	90408
2041	46630	90384
2042	46656	90366
2043	46738	90458
2044	46777	90466
2045	46808	90459
2046	46830	90434
2047	46851	90409
2048	46907	90449
2049	46930	90427
2050	46954	90407
2051	46977	90383
2052	46999	90358
2053	47022	90335
2054	47045	90313
2055	47067	90289
2056	47089	90264
2057	47112	90242
2058	47137	90223
2059	47159	90198
2060	47182	90176
2061	47205	90153
2062	47228	90129
2063	47251	90108
2064	47274	90084
2065	47295	90058
2066	47319	90036
2067	47341	90012
2068	47364	89989
2069	47386	89966
2070	47409	89943
2071	47435	89926
2072	47458	89903
2073	47517	89948
2074	47618	90072
2075	47641	90050
2076	47665	90028
2077	47688	90006
2078	47710	89982
2079	47734	89960
2080	47758	89939
2081	47784	89922
2082	47807	89900
2083	47832	89880
2084	47854	89856
2085	47878	89834
2086	47901	89813
2087	47923	89788
2088	47946	89765
2089	47969	89742
2090	47995	89724
2091	48023	89710
2092	48053	89701
2093	48076	89678
2094	48099	89656
2095	48123	89634
2096	48145	89610
2097	48168	89586
2098	48190	89563
2099	48213	89540
2100	48239	89522
2101	48262	89499
2102	48288	89481
2103	48312	89460
2104	48334	89436
2105	48356	89412
2106	48380	89390
2107	48403	89367
2108	48428	89347
2109	48451	89325
2110	48473	89300
2111	48498	89281
2112	48521	89257
2113	48544	89234
2114	48567	89212
2115	48589	89187
2116	48611	89162
2117	48633	89137
2118	48657	89117
2119	48679	89093
2120	48703	89071
2121	48727	89049
2122	48749	89026
2123	48773	89004
2124	48799	88987
2125	48824	88967
2126	48846	88943
2127	48870	88921
2128	48893	88899
2129	48917	88878
2130	48939	88853
2131	48959	88824
2132	48982	88802
2133	49002	88774
2134	49023	88748
2135	49046	88725
2136	49067	88698
2137	49085	88667
2138	49104	88636
2139	49123	88606
2140	49145	88580
2141	49166	88554
2142	49185	88525
2143	49204	88494
2144	49223	88463
2145	49241	88432
2146	49258	88399
2147	49276	88367
2148	49296	88338
2149	49314	88307
2150	49332	88275
2151	49352	88247
2152	49370	88216
2153	49389	88185
2154	49409	88157
2155	49427	88126
2156	49446	88096
2157	49465	88065
2158	49484	88036
2159	49508	88014
2160	49526	87984
2161	49547	87956
2162	49568	87930
2163	49586	87899
2164	49605	87870
2165	49625	87841
2166	49642	87808
2167	49662	87778
2168	49680	87748
2169	49699	87717
2170	49718	87688
2171	49736	87657
2172	49754	87626
2173	49772	87594
2174	49794	87569
2175	49814	87541
2176	49832	87510
2177	49851	87480
2178	49870	87450
2179	49888	87418
2180	49906	87387
2181	49924	87357
2182	49942	87325
2183	49960	87293
2184	49979	87263
2185	49996	87231
2186	50014	87198
2187	50031	87167
2188	50049	87134
2189	50069	87107
2190	50088	87077
2191	50106	87046
2192	50127	87019
2193	50145	86988
2194	50163	86957
2195	50181	86927
2196	50200	86896
2197	50219	86867
2198	50239	86838
2199	50257	86809
2200	50277	86780
2201	50297	86752
2202	50316	86724
2203	50336	86695
2204	50356	86667
2205	50374	86636
2206	50393	86607
2207	50412	86578
2208	50433	86551
2209	50456	86528
2210	50477	86502
2211	50496	86474
2212	50515	86444
2213	50536	86419
2214	50559	86395
2215	50584	86377
2216	50613	86364
2217	50634	86338
2218	50655	86312
2219	50675	86285
2220	50694	86256
2221	50712	86225
2222	50731	86196
2223	50750	86165
2224	50769	86136
2225	50789	86110
2226	50808	86079
2227	50828	86052
2228	50848	86024
2229	50868	85996
2230	50888	85969
2231	50907	85941
2232	50929	85915
2233	50948	85887
2234	50966	85856
2235	50985	85827
2236	51004	85797
2237	51024	85769
2238	51042	85739
2239	51060	85709
2240	51079	85679
2241	51102	85657
2242	51123	85631
2243	51144	85605
2244	51163	85576
2245	51182	85546
2246	51201	85518
2247	51221	85490
2248	51239	85460
2249	51259	85432
2250	51277	85401
2251	51297	85374
2252	51318	85347
2253	51339	85322
2254	51358	85293
2255	51376	85262
2256	51399	85240
2257	51420	85214
2258	51442	85190
2259	51461	85162
2260	51480	85133
2261	51499	85104
2262	51519	85076
2263	51540	85050
2264	51558	85020
2265	51577	84991
2266	51595	84961
2267	51614	84931
2268	51634	84905
2269	51658	84884
2270	51690	84876
2271	51710	84849
2272	51734	84827
2273	51755	84802
2274	51774	84773
2275	51793	84744
2276	51812	84715
2277	51832	84688
2278	51853	84663
2279	51872	84634
2280	51892	84606
2281	51912	84580
2282	51931	84551
2283	51951	84523
2284	51972	84498
2285	51989	84466
2286	52009	84439
2287	52030	84412
2288	52049	84384
2289	52068	84355
2290	52089	84329
2291	52109	84303
2292	52128	84273
2293	52150	84249
2294	52171	84225
2295	52191	84196
2296	52211	84170
2297	52230	84142
2298	52249	84113
2299	52269	84086
2300	52288	84056
2301	52307	84028
2302	52327	84001
2303	52348	83975
2304	52369	83950
2305	52393	83928
2306	52413	83903
2307	52434	83876
2308	52454	83850
2309	52475	83825
2310	52494	83795
2311	52512	83765
2312	52530	83735
2313	52550	83707
2314	52568	83678
2315	52587	83650
2316	52605	83620
2317	52625	83591
2318	52645	83566
2319	52666	83539
2320	52685	83511
2321	52704	83482
2322	52723	83454
2323	52742	83426
2324	52762	83399
2325	52784	83374
2326	52803	83345
2327	52822	83318
2328	52843	83293
2329	52864	83267
2330	52883	83239
2331	52903	83212
2332	52924	83185
2333	52944	83158
2334	52965	83133
2335	52984	83106
2336	53003	83076
2337	53022	83048
2338	53042	83022
2339	53064	82997
2340	53085	82972
2341	53104	82944
2342	53125	82918
2343	53145	82892
2344	53166	82866
2345	53186	82839
2346	53205	82812
2347	53224	82783
2348	53246	82759
2349	53266	82733
2350	53286	82707
2351	53307	82680
2352	53326	82652
2353	53346	82625
2354	53369	82603
2355	53389	82577
2356	53410	82551
2357	53429	82524
2358	53449	82497
2359	53469	82469
2360	53487	82440
2361	53507	82413
2362	53525	82384
2363	53544	82354
2364	53561	82324
2365	53580	82296
2366	53599	82267
2367	53616	82235
2368	53635	82208
2369	53654	82180
2370	53673	82151
2371	53692	82122
2372	53714	82099
2373	53736	82075
2374	53756	82049
2375	53776	82022
2376	53797	81997
2377	53816	81969
2378	53836	81942
2379	53857	81918
2380	53877	81891
2381	53896	81863
2382	53917	81838
2383	53937	81811
2384	53958	81785
2385	53978	81759
2386	53998	81733
2387	54018	81706
2388	54039	81681
2389	54060	81656
2390	54080	81629
2391	54101	81604
2392	54121	81577
2393	54140	81549
2394	54159	81522
2395	54179	81494
2396	54198	81466
2397	54218	81440
2398	54238	81414
2399	54259	81389
2400	54279	81362
2401	54298	81334
2402	54316	81305
2403	54336	81278
2404	54360	81257
2405	54381	81233
2406	54400	81205
2407	54419	81176
2408	54438	81149
2409	54459	81125
2410	54479	81098
2411	54498	81069
2412	54516	81041
2413	54535	81012
2414	54557	80989
2415	54577	80963
2416	54596	80935
2417	54614	80905
2418	54632	80875
2419	54650	80846
2420	54669	80818
2421	54687	80789
2422	54706	80761
2423	54724	80732
2424	54742	80703
2425	54761	80675
2426	54784	80652
2427	54802	80623
2428	54820	80594
2429	54838	80565
2430	54857	80537
2431	54875	80508
2432	54895	80482
2433	54914	80454
2434	54933	80425
2435	54955	80403
2436	54988	80394
2437	55025	80393
2438	55078	80416
2439	55166	80488
2440	55199	80480
2441	55247	80496
2442	55280	80488
2443	55314	80482
2444	55341	80465
2445	55372	80455
2446	55403	80444
2447	55429	80427
2448	55457	80411
2449	55493	80409
2450	55528	80403
2451	55556	80389
2452	55581	80369
2453	55607	80351
2454	55640	80344
2455	55671	80333
2456	55692	80309
2457	55715	80286
2458	55736	80262
2459	55758	80237
2460	55780	80214
2461	55802	80191
2462	55826	80170
2463	55847	80145
2464	55869	80120
2465	55888	80092
2466	55907	80065
2467	55926	80037
2468	55945	80010
2469	55963	79980
2470	55981	79950
2471	56001	79923
2472	56021	79897
2473	56039	79868
2474	56058	79841
2475	56080	79817
2476	56099	79789
2477	56118	79762
2478	56137	79733
2479	56156	79706
2480	56176	79680
2481	56195	79651
2482	56214	79624
2483	56233	79595
2484	56251	79567
2485	56272	79542
2486	56296	79521
2487	56317	79496
2488	56339	79472
2489	56356	79442
2490	56375	79414
2491	56395	79387
2492	56415	79361
2493	56434	79333
2494	56452	79304
2495	56470	79276
2496	56492	79251
2497	56513	79227
2498	56534	79202
2499	56553	79174
2500	56572	79146
2501	56591	79119
2502	56610	79092
2503	56628	79063
2504	56647	79035
2505	56667	79009
2506	56688	78984
2507	56709	78958
2508	56732	78937
2509	56752	78910
2510	56770	78882
2511	56788	78853
2512	56808	78826
2513	56828	78799
2514	56850	78777
2515	56869	78748
2516	56888	78721
2517	56907	78694
2518	56930	78672
2519	56954	78651
2520	56973	78623
2521	56991	78594
2522	57011	78569
2523	57030	78541
2524	57050	78514
2525	57069	78488
2526	57088	78460
2527	57107	78432
2528	57125	78404
2529	57145	78378
2530	57167	78354
2531	57187	78328
2532	57206	78300
2533	57225	78273
2534	57245	78247
2535	57264	78218
2536	57283	78191
2537	57304	78167
2538	57324	78141
2539	57343	78113
2540	57366	78091
2541	57388	78068
2542	57409	78042
2543	57428	78015
2544	57446	77986
2545	57464	77958
2546	57482	77929
2547	57503	77904
2548	57522	77877
2549	57542	77852
2550	57561	77824
2551	57581	77797
2552	57602	77774
2553	57625	77751
2554	57643	77722
2555	57662	77696
2556	57683	77671
2557	57702	77644
2558	57722	77617
2559	57742	77591
2560	57760	77562
2561	57781	77538
2562	57803	77515
2563	57824	77489
2564	57845	77465
2565	57864	77438
2566	57885	77413
2567	57903	77385
2568	57924	77359
2569	57944	77334
2570	57963	77307
2571	57982	77279
2572	58004	77256
2573	58023	77229
2574	58043	77203
2575	58063	77178
2576	58083	77151
2577	58101	77123
2578	58120	77095
2579	58137	77066
2580	58156	77038
2581	58177	77014
2582	58196	76987
2583	58214	76958
2584	58236	76934
2585	58255	76907
2586	58275	76882
2587	58294	76854
2588	58315	76829
2589	58334	76803
2590	58353	76776
2591	58372	76748
2592	58394	76725
2593	58412	76697
2594	58431	76670
2595	58451	76644
2596	58470	76617
2597	58489	76589
2598	58508	76563
2599	58526	76535
2600	58545	76507
2601	58564	76480
2602	58582	76452
2603	58601	76425
2604	58620	76397
2605	58639	76371
2606	58658	76344
2607	58680	76321
2608	58700	76295
2609	58719	76268
2610	58738	76240
2611	58756	76212
2612	58774	76183
2613	58792	76155
2614	58810	76127
2615	58829	76100
2616	58847	76072
2617	58867	76046
2618	58888	76022
2619	58909	75997
2620	58928	75971
2621	58948	75945
2622	58968	75919
2623	58986	75891
2624	59005	75864
2625	59026	75840
2626	59047	75814
2627	59065	75787
2628	59083	75759
2629	59105	75735
2630	59123	75707
2631	59140	75678
2632	59160	75652
2633	59179	75625
2634	59197	75597
2635	59214	75568
2636	59232	75540
2637	59250	75512
2638	59271	75487
2639	59291	75462
2640	59314	75440
2641	59333	75413
2642	59352	75386
2643	59370	75357
2644	59388	75330
2645	59407	75303
2646	59429	75280
2647	59447	75252
2648	59465	75224
2649	59483	75196
2650	59502	75169
2651	59526	75148
2652	59545	75121
2653	59564	75094
2654	59582	75067
2655	59601	75040
2656	59620	75013
2657	59638	74986
2658	59656	74957
2659	59679	74935
2660	59705	74918
2661	59736	74906
2662	59760	74886
2663	59785	74866
2664	59808	74844
2665	59831	74823
2666	59856	74803
2667	59878	74780
2668	59901	74759
2669	59925	74739
2670	59952	74722
2671	59976	74700
2672	60006	74688
2673	60031	74669
2674	60055	74648
2675	60079	74627
2676	60102	74605
2677	60124	74583
2678	60149	74564
2679	60173	74542
2680	60197	74522
2681	60226	74508
2682	60247	74484
2683	60274	74467
2684	60298	74446
2685	60321	74425
2686	60347	74406
2687	60370	74384
2688	60394	74364
2689	60418	74343
2690	60446	74327
2691	60471	74308
2692	60492	74284
2693	60518	74266
2694	60543	74247
2695	60566	74225
2696	60589	74203
2697	60615	74185
2698	60639	74165
2699	60667	74149
2700	60693	74130
2701	60717	74110
2702	60740	74088
2703	60763	74066
2704	60787	74045
2705	60810	74023
2706	60833	74002
2707	60856	73980
2708	60881	73961
2709	60906	73942
2710	60932	73923
2711	60954	73900
2712	60980	73882
2713	61001	73858
2714	61025	73837
2715	61048	73815
2716	61071	73793
2717	61097	73776
2718	61120	73753
2719	61143	73731
2720	61165	73708
2721	61187	73685
2722	61209	73662
2723	61232	73640
2724	61261	73626
2725	61287	73608
2726	61311	73587
2727	61336	73567
2728	61358	73545
2729	61381	73522
2730	61404	73500
2731	61428	73480
2732	61451	73458
2733	61476	73438
2734	61499	73417
2735	61538	73414
2736	61562	73393
2737	61587	73373
2738	61609	73351
2739	61632	73329
2740	61656	73308
2741	61680	73288
2742	61704	73266
2743	61730	73248
2744	61754	73228
2745	61777	73206
2746	61801	73185
2747	61824	73163
2748	61848	73142
2749	61871	73121
2750	61893	73097
2751	61918	73077
2752	61944	73059
2753	61966	73036
2754	61991	73016
2755	62014	72995
2756	62038	72974
2757	62061	72953
2758	62084	72930
2759	62109	72911
2760	62130	72887
2761	62157	72870
2762	62181	72848
2763	62204	72826
2764	62227	72804
2765	62254	72787
2766	62278	72767
2767	62302	72746
2768	62324	72722
2769	62346	72699
2770	62370	72678
2771	62399	72664
2772	62421	72641
2773	62445	72620
2774	62467	72597
2775	62490	72575
2776	62515	72555
2777	62537	72532
2778	62563	72513
2779	62587	72492
2780	62613	72474
2781	62636	72452
2782	62658	72429
2783	62680	72407
2784	62703	72385
2785	62726	72363
2786	62749	72340
2787	62771	72318
2788	62795	72297
2789	62822	72279
2790	62844	72256
2791	62865	72232
2792	62890	72212
2793	62913	72190
2794	62935	72168
2795	62958	72145
2796	62983	72125
2797	63007	72104
2798	63037	72090
2799	63060	72068
2800	63084	72048
2801	63106	72025
2802	63129	72003
2803	63152	71980
2804	63175	71959
2805	63199	71938
2806	63223	71917
2807	63250	71900
2808	63276	71881
2809	63299	71859
2810	63323	71838
2811	63347	71818
2812	63372	71797
2813	63399	71780
2814	63422	71758
2815	63445	71736
2816	63469	71715
2817	63491	71692
2818	63515	71671
2819	63540	71652
2820	63563	71629
2821	63588	71609
2822	63612	71589
2823	63635	71567
2824	63658	71545
2825	63685	71528
2826	63706	71503
2827	63729	71481
2828	63754	71461
2829	63779	71442
2830	63802	71420
2831	63825	71398
2832	63850	71378
2833	63876	71359
2834	63902	71340
2835	63925	71319
2836	63949	71298
2837	63973	71276
2838	63995	71254
2839	64019	71233
2840	64042	71210
2841	64065	71188
2842	64087	71166
2843	64119	71153
2844	64142	71131
2845	64165	71110
2846	64191	71091
2847	64214	71068
2848	64237	71047
2849	64261	71025
2850	64283	71002
2851	64305	70979
2852	64333	70963
2853	64357	70942
2854	64381	70920
2855	64405	70899
2856	64428	70877
2857	64451	70856
2858	64474	70833
2859	64497	70811
2860	64524	70794
2861	64551	70776
2862	64573	70753
2863	64591	70725
2864	64610	70699
2865	64633	70677
2866	64652	70650
2867	64670	70623
2868	64689	70596
2869	64709	70571
2870	64729	70546
2871	64751	70523
2872	64770	70496
2873	64788	70469
2874	64807	70442
2875	64825	70415
2876	64845	70389
2877	64864	70364
2878	64883	70337
2879	64902	70310
2880	64921	70284
2881	64940	70258
2882	64961	70233
2883	64978	70205
2884	64996	70178
2885	65014	70151
2886	65034	70125
2887	65052	70098
2888	65072	70072
2889	65090	70045
2890	65108	70018
2891	65127	69991
2892	65147	69966
2893	65174	69949
2894	65194	69923
2895	65216	69900
2896	65236	69875
2897	65255	69848
2898	65274	69822
2899	65293	69796
2900	65311	69768
2901	65328	69741
2902	65346	69713
2903	65363	69685
2904	65380	69656
2905	65403	69634
2906	65423	69609
2907	65440	69581
2908	65459	69554
2909	65477	69527
2910	65497	69502
2911	65516	69476
2912	65535	69450
2913	65555	69424
2914	65577	69401
2915	65595	69374
2916	65615	69349
2917	65636	69325
2918	65656	69300
2919	65677	69276
2920	65696	69250
2921	65716	69224
2922	65737	69200
2923	65755	69173
2924	65773	69146
2925	65792	69120
2926	65810	69093
2927	65832	69069
2928	65853	69046
2929	65873	69020
2930	65893	68995
2931	65911	68968
2932	65929	68941
2933	65947	68914
2934	65966	68888
2935	65984	68861
2936	66002	68834
2937	66021	68807
2938	66039	68781
2939	66062	68758
2940	66082	68734
2941	66100	68707
2942	66119	68680
2943	66137	68653
2944	66156	68628
2945	66176	68602
2946	66196	68577
2947	66218	68554
2948	66237	68528
2949	66255	68501
2950	66273	68474
2951	66295	68451
2952	66313	68424
2953	66332	68398
2954	66350	68371
2955	66368	68343
2956	66387	68318
2957	66405	68291
2958	66422	68263
2959	66439	68235
2960	66459	68210
2961	66479	68185
2962	66502	68162
2963	66519	68135
2964	66543	68114
2965	66564	68090
2966	66584	68066
2967	66603	68039
2968	66621	68012
2969	66638	67985
2970	66656	67957
2971	66675	67931
2972	66696	67907
2973	66721	67887
2974	66740	67861
2975	66757	67834
2976	66775	67807
2977	66794	67781
2978	66812	67754
2979	66831	67728
2980	66850	67702
2981	66869	67676
2982	66887	67649
2983	66906	67623
2984	66929	67602
2985	66948	67576
2986	66967	67549
2987	66987	67525
2988	67016	67509
2989	67035	67483
2990	67054	67458
2991	67073	67432
2992	67093	67406
2993	67115	67384
2994	67137	67361
2995	67155	67334
2996	67175	67309
2997	67197	67287
2998	67218	67263
2999	67238	67238
3000	67257	67212
3001	67276	67186
3002	67294	67160
3003	67311	67132
3004	67329	67105
3005	67351	67082
3006	67371	67057
3007	67390	67031
3008	67408	67005
3009	67427	66979
3010	67445	66952
3011	67463	66925
3012	67480	66897
3013	67498	66871
3014	67517	66846
3015	67537	66821
3016	67559	66797
3017	67581	66775
3018	67601	66750
3019	67619	66724
3020	67638	66697
3021	67656	66671
3022	67674	66644
3023	67692	66618
3024	67711	66592
3025	67729	66565
3026	67751	66543
3027	67776	66523
3028	67794	66496
3029	67813	66470
3030	67833	66445
3031	67852	66419
3032	67870	66393
3033	67889	66367
3034	67906	66340
3035	67926	66315
3036	67945	66289
3037	67967	66267
3038	67987	66242
3039	68006	66217
3040	68025	66191
3041	68044	66165
3042	68063	66139
3043	68082	66114
3044	68101	66089
3045	68123	66065
3046	68143	66041
3047	68163	66016
3048	68188	65996
3049	68210	65973
3050	68230	65949
3051	68249	65924
3052	68272	65902
3053	68292	65877
3054	68312	65852
3055	68331	65827
3056	68354	65805
3057	68375	65781
3058	68395	65757
3059	68417	65734
3060	68439	65711
3061	68457	65684
3062	68476	65659
3063	68495	65633
3064	68512	65607
3065	68531	65580
3066	68550	65555
3067	68568	65529
3068	68587	65503
3069	68608	65479
3070	68630	65456
3071	68647	65429
3072	68665	65403
3073	68684	65377
3074	68703	65352
3075	68722	65326
3076	68744	65303
3077	68763	65278
3078	68783	65253
3079	68805	65230
3080	68825	65206
3081	68847	65183
3082	68866	65158
3083	68885	65133
3084	68904	65107
3085	68922	65081
3086	68945	65059
3087	68963	65033
3088	68982	65007
3089	69002	64983
3090	69021	64957
3091	69044	64935
3092	69067	64913
3093	69091	64893
3094	69111	64868
3095	69132	64845
3096	69151	64820
3097	69173	64797
3098	69192	64771
3099	69210	64745
3100	69230	64720
3101	69250	64696
3102	69271	64672
3103	69294	64651
3104	69314	64626
3105	69332	64600
3106	69350	64574
3107	69369	64548
3108	69388	64523
3109	69406	64497
3110	69426	64471
3111	69445	64447
3112	69465	64422
3113	69484	64396
3114	69506	64374
3115	69525	64349
3116	69544	64323
3117	69562	64297
3118	69580	64271
3119	69599	64245
3120	69619	64221
3121	69638	64196
3122	69657	64170
3123	69674	64143
3124	69692	64117
3125	69716	64096
3126	69736	64072
3127	69756	64047
3128	69776	64023
3129	69795	63997
3130	69817	63975
3131	69837	63950
3132	69856	63925
3133	69875	63900
3134	69893	63873
3135	69912	63848
3136	69930	63822
3137	69952	63799
3138	69972	63775
3139	69993	63751
3140	70016	63730
3141	70037	63706
3142	70061	63685
3143	70084	63664
3144	70104	63640
3145	70127	63618
3146	70148	63595
3147	70168	63570
3148	70191	63549
3149	70212	63525
3150	70231	63500
3151	70249	63474
3152	70271	63451
3153	70294	63429
3154	70314	63406
3155	70338	63384
3156	70357	63360
3157	70378	63336
3158	70397	63310
3159	70419	63288
3160	70448	63272
3161	70468	63248
3162	70488	63223
3163	70508	63198
3164	70530	63176
3165	70548	63150
3166	70569	63126
3167	70589	63103
3168	70616	63084
3169	70639	63063
3170	70659	63038
3171	70678	63013
3172	70706	62996
3173	70728	62973
3174	70746	62947
3175	70768	62925
3176	70792	62903
3177	70817	62884
3178	70840	62862
3179	70863	62841
3180	70884	62818
3181	70903	62792
3182	70925	62770
3183	70946	62746
3184	70964	62720
3185	70983	62695
3186	71002	62669
3187	71025	62648
3188	71048	62627
3189	71067	62602
3190	71088	62578
3191	71108	62554
3192	71126	62527
3193	71146	62503
3194	71164	62478
3195	71183	62452
3196	71200	62426
3197	71219	62400
3198	71241	62378
3199	71261	62353
3200	71280	62328
3201	71298	62302
3202	71317	62277
3203	71335	62251
3204	71356	62228
3205	71376	62204
3206	71399	62182
3207	71426	62164
3208	71451	62144
3209	71477	62125
3210	71500	62104
3211	71524	62082
3212	71548	62062
3213	71571	62040
3214	71590	62015
3215	71610	61990
3216	71628	61965
3217	71648	61940
3218	71670	61918
3219	71692	61896
3220	71711	61871
