iter	Passed	Remaining
768	19385	131864
769	19404	131802
770	19425	131744
771	19444	131681
772	19465	131624
773	19484	131555
774	19502	131485
775	19525	131446
776	19544	131376
777	19563	131310
778	19581	131237
779	19599	131169
780	19618	131096
781	19638	131037
782	19656	130967
783	19674	130895
784	19692	130826
785	19711	130758
786	19732	130707
787	19752	130644
788	19772	130588
789	19790	130519
790	19809	130449
791	19829	130393
792	19847	130323
793	19868	130268
794	19887	130203
795	19908	130153
796	19926	130082
797	19944	130012
798	19962	129942
799	19979	129869
800	19997	129799
801	20016	129730
802	20036	129678
803	20055	129610
804	20073	129540
805	20094	129490
806	20112	129423
807	20129	129349
808	20148	129282
809	20165	129210
810	20183	129139
811	20200	129066
812	20219	128999
813	20237	128931
814	20257	128880
815	20277	128819
816	20295	128751
817	20314	128691
818	20333	128631
819	20353	128577
820	20372	128513
821	20396	128486
822	20416	128428
823	20434	128361
824	20452	128294
825	20472	128236
826	20491	128179
827	20509	128112
828	20529	128053
829	20548	127994
830	20566	127929
831	20585	127867
832	20603	127800
833	20623	127744
834	20641	127678
835	20659	127611
836	20676	127544
837	20694	127479
838	20716	127434
839	20740	127403
840	20759	127343
841	20777	127283
842	20796	127220
843	20814	127154
844	20831	127087
845	20849	127019
846	20872	126985
847	20892	126931
848	20910	126867
849	20928	126803
850	20947	126740
851	20965	126680
852	20985	126627
853	21003	126564
854	21022	126502
855	21041	126446
856	21060	126388
857	21078	126326
858	21097	126266
859	21116	126204
860	21134	126147
861	21154	126091
862	21175	126044
863	21194	125987
864	21213	125932
865	21236	125900
866	21255	125843
867	21274	125787
868	21294	125734
869	21321	125723
870	21349	125722
871	21389	125784
872	21423	125817
873	21445	125775
874	21464	125722
875	21482	125659
876	21503	125614
877	21522	125558
878	21543	125508
879	21560	125443
880	21579	125388
881	21597	125324
882	21620	125289
883	21642	125251
884	21667	125228
885	21688	125188
886	21722	125218
887	21755	125240
888	21785	125248
889	21809	125221
890	21835	125205
891	21863	125201
892	21890	125187
893	21918	125184
894	21955	125230
895	21981	125215
896	22006	125194
897	22032	125175
898	22063	125187
899	22091	125185
900	22123	125201
901	22152	125203
902	22180	125196
903	22209	125197
904	22237	125194
905	22266	125195
906	22300	125220
907	22328	125218
908	22351	125185
909	22384	125205
910	22416	125220
911	22443	125212
912	22483	125272
913	22514	125284
914	22540	125268
915	22620	125547
916	22668	125653
917	22715	125752
918	22736	125705
919	22757	125661
920	22780	125628
921	22799	125569
922	22821	125532
923	22841	125480
924	22859	125420
925	22879	125369
926	22901	125326
927	22922	125281
928	22943	125238
929	22964	125194
930	22982	125133
931	23004	125094
932	23025	125050
933	23043	124985
934	23062	124933
935	23083	124886
936	23102	124833
937	23122	124783
938	23143	124737
939	23164	124692
940	23184	124644
941	23203	124591
942	23223	124540
943	23243	124492
944	23262	124438
945	23281	124379
946	23299	124322
947	23318	124268
948	23338	124217
949	23357	124162
950	23377	124112
951	23398	124069
952	23424	124051
953	23443	123997
954	23464	123955
955	23483	123901
956	23500	123839
957	23521	123796
958	23544	123760
959	23564	123712
960	23584	123666
961	23602	123608
962	23623	123564
963	23643	123514
964	23663	123465
965	23684	123425
966	23704	123375
967	23725	123330
968	23744	123280
969	23761	123217
970	23781	123168
971	23801	123119
972	23819	123064
973	23838	123009
974	23856	122950
975	23874	122894
976	23893	122842
977	23910	122780
978	23928	122720
979	23946	122666
980	23966	122618
981	23986	122573
982	24007	122528
983	24029	122491
984	24052	122460
985	24073	122419
986	24093	122370
987	24113	122324
988	24131	122268
989	24151	122219
990	24170	122167
991	24190	122121
992	24211	122082
993	24231	122033
994	24252	121992
995	24270	121939
996	24289	121883
997	24307	121830
998	24327	121785
999	24347	121736
1000	24366	121684
1001	24384	121631
1002	24403	121581
1003	24423	121535
1004	24443	121488
1005	24463	121442
1006	24485	121405
1007	24505	121361
1008	24524	121309
1009	24544	121263
1010	24568	121236
1011	24587	121190
1012	24606	121139
1013	24626	121090
1014	24646	121045
1015	24665	120996
1016	24688	120966
1017	24709	120924
1018	24728	120877
1019	24747	120826
1020	24766	120775
1021	24784	120719
1022	24801	120661
1023	24819	120607
1024	24838	120559
1025	24857	120508
1026	24875	120453
1027	24894	120403
1028	24911	120346
1029	24931	120302
1030	24950	120252
1031	24970	120206
1032	24988	120154
1033	25008	120110
1034	25032	120083
1035	25051	120033
1036	25069	119980
1037	25093	119954
1038	25111	119901
1039	25130	119852
1040	25151	119815
1041	25172	119774
1042	25193	119735
1043	25216	119705
1044	25235	119657
1045	25256	119616
1046	25280	119593
1047	25301	119555
1048	25321	119510
1049	25341	119466
1050	25362	119427
1051	25382	119383
1052	25402	119338
1053	25423	119301
1054	25450	119289
1055	25469	119243
1056	25493	119219
1057	25514	119180
1058	25535	119141
1059	25555	119099
1060	25576	119059
1061	25597	119022
1062	25619	118989
1063	25640	118947
1064	25661	118910
1065	25682	118873
1066	25702	118830
1067	25723	118789
1068	25744	118751
1069	25764	118708
1070	25784	118664
1071	25806	118632
1072	25826	118590
1073	25845	118541
1074	25866	118502
1075	25887	118466
1076	25909	118433
1077	25927	118381
1078	25945	118331
1079	25965	118286
1080	25984	118239
1081	26005	118201
1082	26026	118166
1083	26045	118118
1084	26063	118068
1085	26084	118029
1086	26104	117988
1087	26126	117952
1088	26147	117914
1089	26166	117871
1090	26186	117825
1091	26206	117786
1092	26227	117746
1093	26248	117709
1094	26268	117667
1095	26289	117630
1096	26310	117594
1097	26329	117546
1098	26348	117502
1099	26367	117456
1100	26387	117412
1101	26408	117375
1102	26427	117332
1103	26447	117288
1104	26466	117243
1105	26486	117199
1106	26507	117165
1107	26528	117125
1108	26546	117079
1109	26566	117034
1110	26585	116989
1111	26604	116946
1112	26623	116901
1113	26645	116869
1114	26669	116841
1115	26690	116806
1116	26710	116767
1117	26732	116734
1118	26751	116689
1119	26770	116641
1120	26790	116599
1121	26809	116555
1122	26827	116508
1123	26846	116461
1124	26865	116416
1125	26884	116370
1126	26902	116322
1127	26921	116279
1128	26940	116231
1129	26958	116184
1130	26977	116137
1131	26996	116094
1132	27019	116065
1133	27039	116026
1134	27062	115997
1135	27081	115956
1136	27104	115926
1137	27127	115897
1138	27154	115891
1139	27187	115906
1140	27215	115897
1141	27247	115907
1142	27273	115894
1143	27293	115855
1144	27313	115815
1145	27334	115778
1146	27353	115735
1147	27374	115697
1148	27394	115655
1149	27414	115617
1150	27445	115624
1151	27467	115594
1152	27493	115576
1153	27512	115531
1154	27540	115525
1155	27567	115516
1156	27593	115502
1157	27618	115483
1158	27648	115483
1159	27674	115469
1160	27702	115464
1161	27733	115468
1162	27763	115469
1163	27789	115457
1164	27811	115425
1165	27832	115387
1166	27850	115341
1167	27867	115288
1168	27886	115242
1169	27906	115204
1170	27925	115161
1171	27945	115119
1172	27964	115077
1173	27983	115031
1174	28002	114989
1175	28028	114972
1176	28049	114938
1177	28073	114916
1178	28100	114903
1179	28129	114903
1180	28155	114885
1181	28181	114871
1182	28204	114844
1183	28227	114818
1184	28254	114807
1185	28279	114787
1186	28304	114766
1187	28328	114745
1188	28352	114721
1189	28378	114704
1190	28402	114681
1191	28427	114664
1192	28452	114646
1193	28479	114632
1194	28501	114602
1195	28524	114576
1196	28547	114548
1197	28571	114525
1198	28600	114521
1199	28625	114502
1200	28649	114480
1201	28673	114457
1202	28698	114435
1203	28723	114417
1204	28745	114385
1205	28773	114378
1206	28798	114358
1207	28822	114336
1208	28845	114307
1209	28868	114280
1210	28892	114258
1211	28918	114241
1212	28942	114218
1213	28964	114188
1214	28986	114155
1215	29013	114146
1216	29040	114132
1217	29063	114107
1218	29092	114103
1219	29115	114076
1220	29140	114055
1221	29162	114025
1222	29185	113997
1223	29209	113975
1224	29231	113944
1225	29254	113917
1226	29278	113891
1227	29301	113865
1228	29324	113839
1229	29348	113816
1230	29373	113794
1231	29397	113772
1232	29422	113754
1233	29447	113734
1234	29471	113708
1235	29496	113690
1236	29514	113645
1237	29538	113622
1238	29563	113600
1239	29587	113578
1240	29611	113553
1241	29636	113535
1242	29660	113510
1243	29684	113486
1244	29707	113461
1245	29731	113437
1246	29756	113417
1247	29781	113399
1248	29812	113401
1249	29838	113387
1250	29864	113372
1251	29908	113423
1252	29936	113415
1253	29961	113393
1254	29985	113371
1255	30011	113356
1256	30035	113330
1257	30061	113314
1258	30088	113304
1259	30113	113282
1260	30138	113265
1261	30161	113237
1262	30184	113210
1263	30206	113179
1264	30233	113166
1265	30256	113140
1266	30279	113111
1267	30302	113086
1268	30327	113063
1269	30349	113032
1270	30373	113010
1271	30396	112983
1272	30419	112956
1273	30442	112928
1274	30467	112909
1275	30491	112883
1276	30514	112857
1277	30538	112833
1278	30561	112808
1279	30585	112784
1280	30608	112756
1281	30632	112732
1282	30657	112712
1283	30683	112695
1284	30706	112670
1285	30731	112648
1286	30754	112624
1287	30778	112600
1288	30801	112573
1289	30826	112553
1290	30861	112569
1291	30889	112558
1292	30914	112538
1293	30937	112512
1294	30962	112494
1295	30986	112471
1296	31013	112456
1297	31037	112433
1298	31062	112413
1299	31087	112392
1300	31112	112372
1301	31136	112349
1302	31159	112323
1303	31184	112303
1304	31207	112277
1305	31231	112253
1306	31255	112228
1307	31282	112214
1308	31307	112194
1309	31334	112183
1310	31364	112181
1311	31390	112162
1312	31412	112134
1313	31436	112108
1314	31459	112082
1315	31484	112062
1316	31509	112040
1317	31532	112015
1318	31559	112001
1319	31582	111973
1320	31608	111956
1321	31632	111934
1322	31656	111911
1323	31679	111882
1324	31704	111863
1325	31727	111835
1326	31749	111806
1327	31771	111776
1328	31797	111756
1329	31829	111762
1330	31853	111737
1331	31876	111711
1332	31900	111686
1333	31922	111657
1334	31948	111639
1335	31977	111633
1336	32002	111612
1337	32027	111593
1338	32053	111577
1339	32077	111553
1340	32100	111524
1341	32122	111496
1342	32146	111472
1343	32170	111447
1344	32195	111427
1345	32219	111404
1346	32242	111378
1347	32267	111358
1348	32291	111333
1349	32313	111303
1350	32335	111272
1351	32358	111243
1352	32380	111212
1353	32402	111184
1354	32429	111170
1355	32452	111142
1356	32479	111129
1357	32503	111105
1358	32526	111078
1359	32549	111051
1360	32573	111026
1361	32603	111025
1362	32634	111025
1363	32662	111013
1364	32686	110990
1365	32710	110967
1366	32734	110942
1367	32757	110917
1368	32782	110893
1369	32806	110871
1370	32832	110854
1371	32855	110826
1372	32879	110802
1373	32902	110777
1374	32928	110760
1375	32958	110757
1376	32983	110735
1377	33006	110709
1378	33030	110684
1379	33053	110656
1380	33073	110621
1381	33094	110585
1382	33117	110558
1383	33143	110540
1384	33162	110501
1385	33193	110502
1386	33218	110479
1387	33246	110469
1388	33272	110452
1389	33292	110415
1390	33312	110377
1391	33331	110339
1392	33350	110299
1393	33370	110260
1394	33388	110218
1395	33407	110178
1396	33425	110133
1397	33445	110096
1398	33470	110077
1399	33491	110041
1400	33511	110007
1401	33532	109973
1402	33551	109932
1403	33573	109902
1404	33594	109868
1405	33615	109837
1406	33637	109805
1407	33661	109783
1408	33691	109776
1409	33712	109744
1410	33732	109707
1411	33752	109672
1412	33772	109633
1413	33790	109590
1414	33808	109549
1415	33826	109505
1416	33846	109469
1417	33870	109446
1418	33890	109411
1419	33910	109373
1420	33930	109337
1421	33948	109294
1422	33967	109255
1423	33986	109213
1424	34008	109184
1425	34027	109147
1426	34047	109109
1427	34070	109083
1428	34088	109038
1429	34107	108999
1430	34125	108957
1431	34144	108918
1432	34162	108876
1433	34182	108839
1434	34201	108800
1435	34219	108759
1436	34236	108714
1437	34256	108676
1438	34281	108658
1439	34301	108621
1440	34320	108581
1441	34341	108549
1442	34359	108507
1443	34377	108464
1444	34396	108425
1445	34415	108388
1446	34436	108353
1447	34455	108314
1448	34476	108284
1449	34495	108245
1450	34515	108210
1451	34537	108180
1452	34557	108143
1453	34578	108111
1454	34597	108073
1455	34618	108041
1456	34636	107998
1457	34655	107960
1458	34673	107918
1459	34693	107880
1460	34710	107838
1461	34729	107799
1462	34755	107783
1463	34776	107748
1464	34795	107712
1465	34815	107675
1466	34833	107636
1467	34853	107600
1468	34873	107564
1469	34893	107530
1470	34913	107494
1471	34932	107455
1472	34951	107417
1473	34971	107383
1474	34992	107350
1475	35013	107318
1476	35033	107281
1477	35055	107253
1478	35074	107215
1479	35094	107179
1480	35112	107139
1481	35132	107103
1482	35151	107065
1483	35172	107035
1484	35191	106997
1485	35211	106960
1486	35234	106936
1487	35255	106904
1488	35277	106873
1489	35297	106838
1490	35316	106801
1491	35337	106770
1492	35363	106752
1493	35382	106716
1494	35402	106681
1495	35422	106646
1496	35443	106614
1497	35463	106578
1498	35482	106540
1499	35503	106511
1500	35522	106473
1501	35541	106434
1502	35568	106422
1503	35590	106393
1504	35609	106354
1505	35628	106317
1506	35648	106282
1507	35666	106242
1508	35686	106207
1509	35704	106168
1510	35723	106129
1511	35742	106091
1512	35761	106054
1513	35779	106015
1514	35798	105977
1515	35819	105945
1516	35840	105914
1517	35858	105874
1518	35879	105842
1519	35898	105806
1520	35917	105767
1521	35936	105730
1522	35953	105688
1523	35972	105650
1524	35990	105612
1525	36010	105575
1526	36028	105538
1527	36047	105501
1528	36067	105466
1529	36088	105434
1530	36108	105400
1531	36127	105363
1532	36149	105334
1533	36166	105294
1534	36185	105256
1535	36204	105219
1536	36225	105187
1537	36245	105153
1538	36263	105114
1539	36281	105075
1540	36300	105036
1541	36324	105017
1542	36349	104997
1543	36373	104974
1544	36395	104946
1545	36414	104908
1546	36433	104871
1547	36452	104836
1548	36471	104799
1549	36493	104771
1550	36514	104740
1551	36534	104707
1552	36556	104678
1553	36578	104649
1554	36605	104637
1555	36629	104614
1556	36647	104576
1557	36667	104542
1558	36686	104506
1559	36705	104468
1560	36726	104438
1561	36747	104408
1562	36767	104373
1563	36786	104337
1564	36805	104301
1565	36823	104263
1566	36843	104229
1567	36862	104192
1568	36880	104154
1569	36899	104117
1570	36917	104079
1571	36937	104045
1572	36955	104007
1573	36972	103963
1574	36990	103926
1575	37009	103888
1576	37027	103852
1577	37049	103824
1578	37070	103792
1579	37092	103765
1580	37112	103731
1581	37136	103709
1582	37156	103675
1583	37174	103637
1584	37192	103600
1585	37211	103562
1586	37230	103526
1587	37252	103499
1588	37273	103469
1589	37294	103440
1590	37317	103415
1591	37338	103385
1592	37358	103352
1593	37378	103318
1594	37397	103282
1595	37416	103245
1596	37434	103208
1597	37453	103174
1598	37471	103135
1599	37490	103099
1600	37508	103061
1601	37527	103025
1602	37546	102990
1603	37566	102955
1604	37585	102919
1605	37604	102886
1606	37623	102851
1607	37644	102820
1608	37666	102793
1609	37688	102764
1610	37707	102730
1611	37726	102694
1612	37747	102663
1613	37766	102629
1614	37795	102620
1615	37817	102593
1616	37837	102562
1617	37857	102527
1618	37875	102491
1619	37896	102460
1620	37915	102426
1621	37935	102392
1622	37954	102357
1623	37973	102322
1624	37993	102290
1625	38016	102265
1626	38036	102232
1627	38054	102196
1628	38075	102165
1629	38094	102131
1630	38114	102098
1631	38134	102065
1632	38153	102031
1633	38173	101999
1634	38192	101962
1635	38210	101926
1636	38230	101893
1637	38248	101856
1638	38267	101820
1639	38285	101783
1640	38306	101753
1641	38325	101718
1642	38345	101685
1643	38363	101648
1644	38381	101611
1645	38398	101572
1646	38416	101533
1647	38434	101497
1648	38454	101464
1649	38472	101428
1650	38491	101394
1651	38510	101358
1652	38533	101333
1653	38553	101303
1654	38573	101269
1655	38592	101234
1656	38610	101197
1657	38628	101161
1658	38649	101130
1659	38671	101105
1660	38691	101072
1661	38709	101035
1662	38728	101002
1663	38747	100966
1664	38766	100931
1665	38786	100900
1666	38808	100873
