iter	Logloss
397	0.4827739552
398	0.4827071153
399	0.4826937665
400	0.4826369606
401	0.4826126696
402	0.4825979473
403	0.4825387472
404	0.4825262312
405	0.4824560996
406	0.4823533438
407	0.4822410809
408	0.4821458884
409	0.4820905401
410	0.4820388213
411	0.4820370104
412	0.4819453585
413	0.4819063729
414	0.4818959603
415	0.4818457604
416	0.4817986659
417	0.4817362864
418	0.4817247328
419	0.4816613511
420	0.4816065043
421	0.4815026922
422	0.4814728091
423	0.4813775745
424	0.4813307772
425	0.4812650448
426	0.4811964014
427	0.4811839502
428	0.4811167413
429	0.4810453842
430	0.4810313497
431	0.4809734053
432	0.4809685864
433	0.480860697
434	0.4808484236
435	0.4807994457
436	0.4807443497
437	0.4806765711
438	0.4806187859
439	0.4805650641
440	0.4804936668
441	0.4804396226
442	0.4803854525
443	0.4802864469
444	0.4801938266
445	0.4801471528
446	0.4800620585
447	0.4799814708
448	0.4799018804
449	0.4798084533
450	0.479740199
451	0.4796821664
452	0.4795836884
453	0.4794879946
454	0.4793995891
455	0.4793582891
456	0.4792659288
457	0.4791958622
458	0.4791310022
459	0.4790433602
460	0.4789960078
461	0.4788873549
462	0.4788462874
463	0.4787878945
464	0.4786988956
465	0.478660979
466	0.4785803595
467	0.4785278223
468	0.4784884701
469	0.4784384536
470	0.4783670272
471	0.4782954398
472	0.4782448576
473	0.4781702933
474	0.4780937336
475	0.4780119338
476	0.4779726643
477	0.4779000153
478	0.477809246
479	0.4777976682
480	0.4777302184
481	0.4776534106
482	0.4776012273
483	0.4775285256
484	0.4775002115
485	0.4774453957
486	0.4773632069
487	0.4773224728
488	0.4773190772
489	0.4772223961
490	0.4771487143
491	0.4770677699
492	0.4769874999
493	0.4769425311
494	0.4768726518
495	0.4768069731
496	0.4767506987
497	0.4766987988
498	0.4766188742
499	0.4765295807
500	0.4764537537
501	0.4764136831
502	0.4763240811
503	0.4762446803
504	0.4761870123
505	0.4761493103
506	0.4761040152
507	0.476040563
508	0.4759850618
509	0.4759489342
510	0.4758651723
511	0.4757872538
512	0.4757596829
513	0.4756704238
514	0.4755979178
515	0.4755216252
516	0.4754823831
517	0.4754160164
518	0.4753691117
519	0.475354024
520	0.4753317028
521	0.475290248
522	0.4752171347
523	0.4751957098
524	0.4751314406
525	0.4750872148
526	0.4750016275
527	0.4748977651
528	0.4748388739
529	0.474777638
530	0.474717292
531	0.4746537679
532	0.4745715488
533	0.4745315251
534	0.4744817242
535	0.4744017185
536	0.4743083419
537	0.4742357583
538	0.4742174118
539	0.474168676
540	0.4741226446
541	0.4740445836
542	0.4739816722
543	0.4738761397
544	0.4738394966
545	0.4738180227
546	0.4737736712
547	0.4737102465
548	0.4736592566
549	0.4736075498
550	0.4735840091
551	0.4735187685
552	0.4735109677
553	0.4734471258
554	0.4734250333
555	0.4733427385
556	0.4732844856
557	0.4732114682
558	0.4731271761
559	0.4730964984
560	0.4730618661
561	0.4729716127
562	0.472953866
563	0.4729515537
564	0.4728996882
565	0.4728382415
566	0.4727807212
567	0.4727154288
568	0.4726368811
569	0.4726096347
570	0.4725475016
571	0.4724958004
572	0.4724204896
573	0.4723622066
574	0.4723594087
575	0.4722918761
576	0.4722096819
577	0.4721376325
578	0.4720951081
579	0.4719998429
580	0.4719409989
581	0.4718688244
582	0.4718295788
583	0.4717761015
584	0.4716986338
585	0.4716959009
586	0.4716348271
587	0.4715852994
588	0.4715056273
589	0.471459571
590	0.471400438
591	0.4713650293
592	0.471305601
593	0.4712100956
594	0.4711932221
595	0.471151818
596	0.4710942704
597	0.4710272242
598	0.4709440463
599	0.470868337
600	0.4707670103
601	0.4706977225
602	0.4706193331
603	0.4705532392
604	0.4705257603
605	0.4704681956
606	0.4704584602
607	0.4703882341
608	0.4703270754
609	0.4702681976
610	0.4702384677
611	0.4701817911
612	0.4701273512
613	0.4700517447
614	0.4699788083
615	0.4699049538
616	0.4698255181
617	0.4697507782
618	0.469686396
619	0.4696171233
620	0.4695583554
621	0.4694402612
622	0.4693914874
623	0.4693638383
624	0.4692982295
625	0.4692270761
626	0.4691235224
627	0.4690688511
628	0.4690529404
629	0.468993694
630	0.4689371829
631	0.4688614997
632	0.4687937137
633	0.4687205607
634	0.4686736924
635	0.4686075806
636	0.4685504065
637	0.4685084057
638	0.4684659412
639	0.4683871677
640	0.4683360171
641	0.4682912229
642	0.4682344786
643	0.4681946868
644	0.4681436601
645	0.4680642984
646	0.468013637
647	0.4679811343
648	0.4679399845
649	0.467889266
650	0.4678255245
651	0.4677427237
652	0.4676857283
653	0.4676455904
654	0.4675842461
655	0.4675165273
656	0.4674756588
657	0.4674017606
658	0.4673395708
659	0.4673235906
660	0.4673198773
661	0.4673167069
662	0.4672648599
663	0.4672431516
664	0.4671963143
665	0.467135608
666	0.4670645723
667	0.4670200485
668	0.4669545385
669	0.4668833988
670	0.4668207169
671	0.4667503313
672	0.4667195415
673	0.4666377848
674	0.4666049142
675	0.4665521102
676	0.4664702776
677	0.4663786333
678	0.4663331001
679	0.466310646
680	0.4662448052
681	0.4662090297
682	0.466150526
683	0.4660909001
684	0.4660136534
685	0.4659690717
686	0.4659152315
687	0.4658894465
688	0.4658031455
689	0.4657682469
690	0.4657211638
691	0.4656560058
692	0.4655716845
693	0.4655462897
694	0.4654861226
695	0.4654182658
696	0.4653730232
697	0.4653196331
698	0.4652722005
699	0.4652275275
700	0.4651798978
701	0.4651369549
702	0.4650666462
703	0.4650181758
704	0.4649695083
705	0.4649376593
706	0.4648973092
707	0.4648625509
708	0.4648175711
709	0.4647869848
710	0.4647535715
711	0.4647429966
712	0.4647116145
713	0.4646427264
714	0.4645724688
715	0.4645094434
716	0.4644562164
717	0.4644198928
718	0.4643743296
719	0.4643118931
720	0.4642388022
721	0.4641799571
722	0.46414372
723	0.4640730812
724	0.4640316533
725	0.4640018629
726	0.4639786113
727	0.4639253235
728	0.4638529245
729	0.463851363
730	0.463808867
731	0.4637477328
732	0.463696542
733	0.4636379965
734	0.4635493952
735	0.4634818247
736	0.4634249854
737	0.4633763259
738	0.4633153001
739	0.4632555714
740	0.4631844889
741	0.4631574471
742	0.46311031
743	0.4630614603
744	0.463030831
745	0.4629792908
746	0.4629177615
747	0.4628433928
748	0.4627993754
749	0.4627838374
750	0.4627465744
751	0.4626662492
752	0.4626262372
753	0.4626124537
754	0.4625234569
755	0.4624510092
756	0.4624032963
757	0.462322116
758	0.4622804851
759	0.4622198685
760	0.4621686803
761	0.4621333912
762	0.4620963608
763	0.4620626817
764	0.4620091583
765	0.4619634734
766	0.4619442976
767	0.4618735186
768	0.4618041525
769	0.4617657403
770	0.4617232813
771	0.4616671301
772	0.4615978301
773	0.461532701
774	0.4614859593
775	0.4614389047
776	0.4613753906
777	0.4613463914
778	0.4612926374
779	0.4612316398
780	0.461161447
781	0.4611114108
782	0.4610349003
783	0.4610319248
784	0.4609852436
785	0.4609138933
786	0.460906148
787	0.4608119037
788	0.4608013828
789	0.4607684683
790	0.460755156
791	0.4607240678
792	0.4606621312
793	0.4606191466
794	0.4605801661
795	0.4604952752
796	0.4604270401
797	0.4603592075
798	0.4602695096
799	0.4602607289
800	0.4602047716
801	0.460151574
802	0.4600859036
803	0.4600253926
804	0.4599596049
805	0.4598751409
806	0.4598033014
807	0.4597542605
808	0.459724034
809	0.4596833878
810	0.4596271523
811	0.4595959518
812	0.4595301961
813	0.4594622215
814	0.4593754915
815	0.4593523874
816	0.4593103041
817	0.459273108
818	0.4592244426
819	0.4591720919
820	0.4591251768
821	0.4590654632
822	0.4590155496
823	0.4589728328
824	0.4589133574
825	0.4588429998
826	0.4587908023
827	0.4587182098
828	0.458654369
829	0.4586038939
830	0.4585649633
831	0.4584775052
832	0.4584345185
833	0.4583934475
834	0.4583290852
835	0.4582858073
836	0.4582508393
837	0.4581931325
838	0.4581429377
839	0.4580807272
840	0.4580368134
841	0.4579772696
842	0.4579447807
843	0.4578861942
844	0.4578444543
845	0.4577768301
846	0.4577460497
847	0.4577120776
848	0.4576653476
849	0.4576167837
850	0.4575747499
851	0.4575247194
852	0.4574778977
853	0.4574348041
854	0.4574024771
855	0.4573305961
856	0.4573014178
857	0.4572414824
858	0.4572174284
859	0.4571433762
860	0.4571041103
861	0.4570663026
862	0.4570144312
863	0.456967264
864	0.4569104313
865	0.4568752247
866	0.4567650778
867	0.4566819248
868	0.4566181124
869	0.4565776436
870	0.4565091591
871	0.4564647231
872	0.456415486
873	0.4563879628
874	0.4563338178
875	0.4563034694
876	0.4562562885
877	0.4562037384
878	0.4561633208
879	0.4561619544
880	0.4561074295
881	0.4560720298
882	0.4560383207
883	0.4559813268
884	0.4559169971
885	0.4558985612
886	0.4558507344
887	0.4558083981
888	0.4557662856
889	0.4556940664
890	0.4556580746
891	0.455634122
892	0.4556049403
893	0.4555398614
894	0.4554802686
895	0.45544922
896	0.4554151344
897	0.4553724166
898	0.4553209846
899	0.455274983
900	0.4552031672
901	0.4551887999
902	0.4551575032
903	0.4551214944
904	0.4550615436
905	0.4550351052
906	0.454971496
907	0.4549018336
908	0.454859424
909	0.4548198938
910	0.4548035781
911	0.4547588657
912	0.4547172126
913	0.4546952773
914	0.4546477856
915	0.4545914526
916	0.4545581278
917	0.454519461
918	0.4544707959
919	0.4544320839
920	0.454361364
921	0.4543297254
922	0.454262847
923	0.4542315413
924	0.4541879139
925	0.4541278123
926	0.4540782769
927	0.4540074791
928	0.4539480878
929	0.4539031837
930	0.453853645
931	0.4537919302
932	0.4537337756
933	0.4537259244
934	0.4536812009
935	0.4536011282
936	0.4535648166
937	0.4535356771
938	0.4535040304
939	0.4534543578
940	0.4533901719
941	0.4533523043
942	0.453306521
943	0.453272747
944	0.4532125783
945	0.4531524762
946	0.4530971569
947	0.4530774535
948	0.4530329426
949	0.4530102629
950	0.4529261353
951	0.4528606398
952	0.4527933951
953	0.4527640363
954	0.4526749853
955	0.4526216183
956	0.4526016551
957	0.4525869457
958	0.4525392668
959	0.4524974914
960	0.4524601691
961	0.4524586589
962	0.452416131
963	0.4523709105
964	0.4523198515
965	0.452226428
966	0.4521713635
967	0.4521171021
968	0.4520909566
969	0.4520754487
970	0.4520179231
971	0.4519312445
972	0.4518792813
973	0.451831255
974	0.4518130636
975	0.4517623625
976	0.451708106
977	0.4516638775
978	0.4516467852
979	0.4515757555
980	0.4515273526
981	0.4514718457
982	0.4514360619
983	0.4513937622
984	0.4513411391
985	0.4512844293
986	0.451229454
987	0.4512094671
988	0.4512071955
989	0.4511524523
990	0.451081174
991	0.4510363255
992	0.4509682697
993	0.4509224997
994	0.4508912895
995	0.4508302041
996	0.4507806738
997	0.4507596289
998	0.4507417474
999	0.4506510631
1000	0.4506072167
1001	0.4505593565
1002	0.4505241342
1003	0.4504925263
1004	0.450452121
1005	0.4503453715
1006	0.4502850387
1007	0.4502341222
1008	0.4502122151
1009	0.4501781215
1010	0.4501419909
1011	0.4500573404
1012	0.4499897701
1013	0.4499543366
1014	0.4498804312
1015	0.4498155538
1016	0.4497723037
1017	0.4497128634
1018	0.4496712705
1019	0.449632211
1020	0.4496111334
1021	0.4495691829
1022	0.4495345152
1023	0.4494890541
1024	0.449454179
1025	0.4494042059
1026	0.4493535511
1027	0.4492604557
1028	0.4492274537
1029	0.4491683818
1030	0.4490893974
1031	0.449041828
1032	0.4489722904
1033	0.4489188319
1034	0.4488296442
1035	0.4487557375
1036	0.4487055276
1037	0.4486597268
1038	0.4486258412
1039	0.4485806177
1040	0.4485546774
1041	0.4484966633
1042	0.4484360853
1043	0.448379207
1044	0.4483282115
1045	0.4482691111
1046	0.4482313325
1047	0.4481833399
1048	0.44817034
1049	0.4481361345
1050	0.4481046774
1051	0.4480531923
1052	0.4480362513
1053	0.4479866911
1054	0.4479571917
1055	0.4479153677
1056	0.4478581832
1057	0.4478572131
1058	0.4478350242
1059	0.4478273273
1060	0.4477845082
1061	0.447737218
1062	0.4476609523
1063	0.4476182425
1064	0.447588804
1065	0.4475517097
1066	0.4474918497
1067	0.4474141154
1068	0.4473758445
1069	0.4473382909
1070	0.4472947223
1071	0.4472461138
1072	0.4471984837
1073	0.447155982
1074	0.4471178811
1075	0.4470483127
1076	0.4469943556
1077	0.4469785834
1078	0.44693022
1079	0.4468946897
1080	0.4468653279
1081	0.4468153416
1082	0.4467758458
1083	0.4467123445
1084	0.4466803708
1085	0.4466275366
1086	0.4465960074
1087	0.446548522
1088	0.4465134394
1089	0.4464638973
1090	0.4464059467
1091	0.4463490285
1092	0.4462951059
1093	0.4462450728
1094	0.446207922
1095	0.4461310145
1096	0.4460743218
1097	0.446049573
1098	0.446002557
1099	0.4459735483
1100	0.4459110366
1101	0.4458697516
1102	0.4458281347
1103	0.445793735
1104	0.4457855446
1105	0.4457727208
1106	0.4457547882
1107	0.4457534696
1108	0.4457361192
1109	0.4456846003
1110	0.4456497219
1111	0.445572017
1112	0.4455235933
1113	0.4454695276
1114	0.4454169009
1115	0.4453977122
1116	0.4453728084
1117	0.4453171163
1118	0.4452697877
1119	0.445253402
1120	0.4452174771
1121	0.445175847
1122	0.4451229559
1123	0.4450796628
1124	0.4450269397
1125	0.4449932878
1126	0.4449800309
1127	0.4449157233
1128	0.4448791506
1129	0.4448133912
1130	0.4447975592
1131	0.4447495485
1132	0.4447194167
1133	0.444693342
1134	0.444657271
1135	0.4446320885
1136	0.4446292909
1137	0.4446068823
1138	0.4445720865
1139	0.4445071076
1140	0.4444748037
1141	0.4444279834
1142	0.4444020247
1143	0.4443579821
1144	0.4443208495
1145	0.4443027145
1146	0.4442857461
1147	0.4442835945
1148	0.4442692512
1149	0.4442253521
1150	0.4441794267
1151	0.444130154
1152	0.444111639
1153	0.4440626694
1154	0.4440181805
1155	0.443977447
1156	0.4439259246
1157	0.4438776309
1158	0.4438213412
1159	0.4438108235
1160	0.4437762475
1161	0.44372287
1162	0.4436487531
1163	0.4435997603
1164	0.4435529367
1165	0.4434963401
1166	0.4434911736
1167	0.4434790051
1168	0.4434248579
1169	0.4433765945
1170	0.443355877
1171	0.4433076882
1172	0.4432615818
1173	0.4432321607
1174	0.4431949496
1175	0.4431631304
1176	0.4431108321
1177	0.4430423102
1178	0.4430054978
1179	0.4429594728
1180	0.4429590604
1181	0.4429450606
1182	0.442911317
1183	0.4428647329
1184	0.4428035083
1185	0.4427532862
1186	0.442697234
1187	0.4426456508
1188	0.4425975087
1189	0.4425435846
1190	0.4424915312
1191	0.4424262149
1192	0.442371888
1193	0.4423279474
1194	0.4423076265
1195	0.4422984906
1196	0.4422707338
1197	0.4422364908
1198	0.4421558873
1199	0.4421080747
1200	0.4420697323
1201	0.4420442587
1202	0.4420099085
1203	0.4419669868
1204	0.4419665338
1205	0.4419432727
1206	0.4419039816
1207	0.4418559822
1208	0.4418554569
1209	0.4418223391
1210	0.4417862836
1211	0.4417403998
1212	0.4417066345
1213	0.4416870755
1214	0.4416363693
1215	0.4416023432
1216	0.4415663093
1217	0.441535331
1218	0.4414907561
1219	0.4414587753
1220	0.4413873303
1221	0.4413688558
1222	0.4413469726
1223	0.4412951434
1224	0.4412762497
1225	0.4412433333
1226	0.4412183322
1227	0.4411775563
1228	0.441139551
1229	0.4410605711
1230	0.4410282649
1231	0.4409643109
1232	0.4409461891
1233	0.4409107157
1234	0.4408775224
1235	0.4408329229
1236	0.4408274659
1237	0.440801642
1238	0.4407788399
1239	0.4407519509
1240	0.4407080181
1241	0.4406829297
1242	0.440674206
1243	0.4406206664
1244	0.4405710413
1245	0.4405339612
1246	0.4404810215
1247	0.4404660762
1248	0.440415413
1249	0.4403907755
1250	0.4403709423
1251	0.4403052963
1252	0.4402619527
1253	0.4402093553
1254	0.4401634371
1255	0.4401248373
1256	0.4400916388
1257	0.440066499
1258	0.4400030296
1259	0.4399591139
1260	0.4398893296
1261	0.4398888684
1262	0.4398740451
1263	0.4398683128
1264	0.4398149736
1265	0.4397799553
1266	0.4397386473
1267	0.4396876076
1268	0.4396546017
1269	0.4396546179
1270	0.4396178558
1271	0.4395896456
1272	0.4395656408
1273	0.4394966018
1274	0.4394908914
1275	0.4394295987
1276	0.439406265
1277	0.4393692346
1278	0.4393333918
1279	0.4392638509
1280	0.439225174
1281	0.4391995874
1282	0.4391764807
1283	0.4391475192
1284	0.4391085766
1285	0.4390821939
1286	0.4390573493
1287	0.4390195619
1288	0.4389755218
1289	0.4389202194
1290	0.4388650203
1291	0.4388160787
1292	0.438775095
1293	0.4387388348
1294	0.4386837371
1295	0.4386481704
1296	0.4386115975
1297	0.4385700904
1298	0.4385599909
1299	0.4384990513
1300	0.4384676783
1301	0.4384247984
1302	0.4383951248
1303	0.4383512124
1304	0.4383153972
1305	0.4383015302
1306	0.43825853
1307	0.4382200694
1308	0.4382039647
1309	0.4381634092
1310	0.4381299404
1311	0.4380696272
1312	0.4380115302
1313	0.4379646083
1314	0.4379343013
1315	0.437894385
1316	0.4378265336
1317	0.4377758718
1318	0.4377283029
1319	0.4376986426
1320	0.4376667387
1321	0.4376380395
1322	0.4375782978
1323	0.4375777481
1324	0.4375226692
1325	0.437454616
1326	0.4374055552
1327	0.4373764801
1328	0.4373437661
1329	0.4373272146
1330	0.4373268182
1331	0.4373031724
1332	0.4372797716
1333	0.4372686108
1334	0.4372261735
1335	0.4371990639
1336	0.4371666401
1337	0.4371225613
1338	0.4370769051
1339	0.4370257992
1340	0.4369883583
1341	0.4369616219
1342	0.4369240857
1343	0.4368951509
1344	0.4368670279
1345	0.4368336552
1346	0.4368022029
1347	0.4367631017
1348	0.4367097015
1349	0.4367042038
1350	0.4367036864
1351	0.4366711477
1352	0.4366702505
1353	0.4366537776
1354	0.4366327419
1355	0.4365823744
1356	0.4365238912
1357	0.4364592743
1358	0.436399429
1359	0.4363483065
1360	0.4363242481
1361	0.436273361
1362	0.4362077213
1363	0.4361753446
1364	0.4361390211
1365	0.4361009073
1366	0.436043613
1367	0.436008012
1368	0.4359783776
1369	0.4359437141
1370	0.4358963867
1371	0.4358794937
1372	0.4358404454
1373	0.4357878033
1374	0.4357321755
1375	0.4356855509
1376	0.4356381173
1377	0.4355849872
1378	0.4355455821
1379	0.4355201855
1380	0.4354724847
1381	0.4354341977
1382	0.435375862
1383	0.4353279491
1384	0.4352645182
1385	0.4352164244
1386	0.4351751735
1387	0.4351339597
1388	0.4350996806
1389	0.43505874
1390	0.4350150209
1391	0.4349737585
1392	0.4349297449
1393	0.4348988818
1394	0.4348550076
1395	0.4348235572
1396	0.4347908035
1397	0.4347073645
1398	0.4346793798
1399	0.4346717396
1400	0.4346098326
1401	0.4346089188
1402	0.4345579277
1403	0.4345085506
1404	0.4344548546
1405	0.4344107942
1406	0.4343580182
1407	0.4343213659
1408	0.4342901783
1409	0.434259789
1410	0.4341966128
1411	0.4341431215
1412	0.4341243315
1413	0.4340907674
1414	0.4340714375
1415	0.4340607541
1416	0.4340309717
1417	0.4339818784
1418	0.4339601089
1419	0.4339224303
1420	0.4338679196
1421	0.4338672727
1422	0.4338338409
1423	0.4338127049
1424	0.4337836141
1425	0.433758856
1426	0.4337242398
1427	0.4336759897
1428	0.4336683734
1429	0.4335977036
1430	0.4335623197
1431	0.4335137469
1432	0.4334986029
1433	0.4334442942
1434	0.4334012409
1435	0.4333586031
1436	0.4333345971
1437	0.4332638646
1438	0.4332195453
1439	0.4331788141
1440	0.433140062
1441	0.4330799104
1442	0.4330354611
1443	0.4330173259
1444	0.4329576698
1445	0.4329291052
1446	0.4328752497
1447	0.4328244836
1448	0.4327787772
1449	0.4327554434
1450	0.4327394472
1451	0.4326959986
1452	0.4326502994
1453	0.4326215923
1454	0.4325806838
1455	0.4325402205
1456	0.4325291793
1457	0.4325124546
1458	0.4324670077
1459	0.4324371499
1460	0.4324040584
1461	0.4323706438
1462	0.4322943055
1463	0.432244571
1464	0.432203082
1465	0.4321773708
1466	0.4321556698
1467	0.4321160361
1468	0.432082743
1469	0.4320358952
1470	0.432003857
1471	0.4319795395
1472	0.431960191
1473	0.4318934395
1474	0.431824545
1475	0.4317801823
1476	0.4317484237
1477	0.4317093771
1478	0.4316609195
1479	0.4316437392
1480	0.4316375943
1481	0.4315901142
1482	0.4315489731
1483	0.4315144915
1484	0.4314706693
1485	0.431429952
1486	0.4313691591
1487	0.4313573371
1488	0.4313106988
1489	0.4312573947
1490	0.4312367525
1491	0.4311851553
1492	0.4311465467
1493	0.4311114483
1494	0.4310598743
1495	0.4310390652
1496	0.4310049068
1497	0.430952148
1498	0.430918458
1499	0.4308924063
1500	0.430864731
1501	0.4308389727
1502	0.4307916593
1503	0.4307464313
1504	0.4307158955
1505	0.4306976406
1506	0.4306760611
1507	0.4306545632
1508	0.4306133813
1509	0.4305906233
1510	0.4305319541
1511	0.4304789108
